,workclass,education,age
27336, Self-emp-not-inc, HS-grad,26
27337, Private, Some-college,31
27338, Private, HS-grad,36
27339, Private, 10th,52
27340, Private, Some-college,40
27341, Private, HS-grad,21
27342, Private, 10th,63
27343, Private, HS-grad,30
27344, Private, Bachelors,30
27345, Private, Bachelors,50
27346, Private, Masters,41
27347, Self-emp-inc, Bachelors,39
27348, Private, HS-grad,23
27349, Private, HS-grad,52
27350, ?, 11th,17
27351, Private, Assoc-voc,46
27352, Private, Some-college,26
27353, Private, Some-college,30
27354, Private, Some-college,23
27355, State-gov, Some-college,21
27356, Private, HS-grad,39
27357, Local-gov, Assoc-voc,37
27358, Self-emp-not-inc, Masters,40
27359, Private, Some-college,38
27360, Private, Bachelors,47
27361, Private, Some-college,20
27362, Private, HS-grad,35
27363, State-gov, Bachelors,62
27364, Private, 11th,32
27365, Self-emp-inc, Bachelors,42
27366, Private, 10th,32
27367, Private, Some-college,27
27368, Self-emp-inc, Bachelors,53
27369, Self-emp-not-inc, 5th-6th,28
27370, Private, HS-grad,26
27371, Private, Prof-school,47
27372, Private, Some-college,23
27373, Self-emp-inc, Some-college,70
27374, State-gov, Bachelors,41
27375, State-gov, Masters,43
27376, Private, HS-grad,65
27377, Self-emp-not-inc, HS-grad,40
27378, Self-emp-not-inc, HS-grad,64
27379, Private, Some-college,40
27380, Private, Bachelors,43
27381, Federal-gov, HS-grad,50
27382, ?, Some-college,19
27383, Self-emp-not-inc, Bachelors,32
27384, Private, 11th,32
27385, Private, 11th,42
27386, Private, HS-grad,41
27387, Private, Some-college,30
27388, Private, Some-college,20
27389, State-gov, HS-grad,45
27390, Private, Doctorate,42
27391, Private, Assoc-acdm,24
27392, Private, Bachelors,43
27393, Private, HS-grad,28
27394, Private, HS-grad,35
27395, ?, HS-grad,36
27396, Federal-gov, HS-grad,38
27397, Local-gov, Bachelors,32
27398, State-gov, HS-grad,50
27399, Private, HS-grad,34
27400, Private, HS-grad,35
27401, Private, Masters,30
27402, State-gov, 5th-6th,61
27403, Private, Bachelors,27
27404, Private, HS-grad,61
27405, Private, 5th-6th,18
27406, Local-gov, HS-grad,31
27407, Private, Bachelors,31
27408, Private, HS-grad,20
27409, Private, 12th,35
27410, Private, HS-grad,51
27411, Private, Some-college,43
27412, Private, 11th,18
27413, Private, Prof-school,55
27414, Private, HS-grad,59
27415, Private, HS-grad,21
27416, Private, 10th,22
27417, Federal-gov, Some-college,60
27418, Federal-gov, HS-grad,49
27419, Private, HS-grad,21
27420, Private, HS-grad,61
27421, Private, 5th-6th,64
27422, Private, HS-grad,63
27423, Federal-gov, Bachelors,27
27424, Private, Bachelors,23
27425, State-gov, HS-grad,41
27426, ?, 12th,18
27427, Private, HS-grad,40
27428, Self-emp-not-inc, Bachelors,55
27429, Private, 10th,17
27430, Self-emp-not-inc, Some-college,34
27431, Private, Bachelors,24
27432, Private, Prof-school,30
27433, Private, Masters,29
27434, Private, Bachelors,52
27435, Federal-gov, Some-college,57
27436, Private, Bachelors,38
27437, Private, Masters,43
27438, Private, Some-college,61
27439, Private, Bachelors,38
27440, Private, HS-grad,51
27441, Private, Bachelors,40
27442, Local-gov, Some-college,41
27443, Private, Some-college,19
27444, Private, 7th-8th,28
27445, Private, Some-college,59
27446, State-gov, Bachelors,32
27447, Private, HS-grad,31
27448, Private, Assoc-acdm,30
27449, Self-emp-not-inc, Some-college,54
27450, Private, Assoc-voc,33
27451, Private, Some-college,20
27452, ?, Some-college,27
27453, Self-emp-not-inc, HS-grad,32
27454, Private, HS-grad,35
27455, Private, 11th,27
27456, Private, Bachelors,40
27457, Private, Assoc-voc,34
27458, Local-gov, Assoc-acdm,34
27459, Private, Some-college,38
27460, Private, HS-grad,28
27461, Private, Some-college,65
27462, Private, Some-college,61
27463, Private, 11th,18
27464, Self-emp-inc, Bachelors,35
27465, Private, Bachelors,45
27466, ?, HS-grad,68
27467, Private, Some-college,25
27468, Private, Prof-school,48
27469, Private, Some-college,19
27470, Private, Bachelors,43
27471, Private, Bachelors,54
27472, Self-emp-not-inc, Bachelors,47
27473, Private, Assoc-voc,25
27474, Private, Assoc-acdm,30
27475, ?, Some-college,67
27476, Private, HS-grad,35
27477, Private, Some-college,26
27478, Private, HS-grad,61
27479, Private, HS-grad,54
27480, Private, 12th,50
27481, Private, 9th,32
27482, Private, HS-grad,34
27483, Private, HS-grad,36
27484, Private, Some-college,50
27485, Private, 11th,28
27486, Private, HS-grad,22
27487, Private, 11th,58
27488, Private, 5th-6th,27
27489, Private, Bachelors,62
27490, Self-emp-inc, Bachelors,36
27491, Local-gov, Some-college,21
27492, Private, Masters,41
27493, Private, Some-college,28
27494, Private, Bachelors,33
27495, Private, Bachelors,54
27496, Private, Some-college,19
27497, Self-emp-not-inc, 7th-8th,76
27498, ?, Bachelors,25
27499, Private, Bachelors,34
27500, Private, Bachelors,40
27501, Private, 11th,22
27502, Private, 11th,17
27503, Private, Some-college,55
27504, Local-gov, Some-college,51
27505, Private, 5th-6th,26
27506, Private, Bachelors,44
27507, ?, 10th,65
27508, Private, HS-grad,54
27509, Self-emp-not-inc, Assoc-acdm,34
27510, Private, HS-grad,42
27511, Private, HS-grad,26
27512, Private, 5th-6th,39
27513, ?, 11th,46
27514, Private, Bachelors,34
27515, Private, HS-grad,59
27516, Private, HS-grad,20
27517, Private, Some-college,34
27518, ?, HS-grad,62
27519, Private, HS-grad,51
27520, Private, Some-college,34
27521, Private, Bachelors,47
27522, ?, Some-college,21
27523, Self-emp-not-inc, Assoc-voc,30
27524, Private, HS-grad,38
27525, Private, Bachelors,45
27526, Private, Some-college,23
27527, Private, Some-college,34
27528, Private, 12th,22
27529, Private, HS-grad,31
27530, Private, HS-grad,50
27531, Private, 1st-4th,19
27532, Private, Bachelors,28
27533, Private, HS-grad,23
27534, Private, HS-grad,35
27535, Private, HS-grad,28
27536, Private, Some-college,27
27537, Self-emp-inc, Bachelors,46
27538, Private, HS-grad,27
27539, Private, 10th,25
27540, Self-emp-inc, Some-college,34
27541, Private, HS-grad,33
27542, Private, Some-college,36
27543, Private, 7th-8th,30
27544, Private, Some-college,23
27545, Private, 5th-6th,36
27546, Private, Bachelors,29
27547, Self-emp-not-inc, Some-college,50
27548, Private, 12th,19
27549, ?, Some-college,20
27550, Federal-gov, HS-grad,52
27551, Private, HS-grad,20
27552, Private, Assoc-voc,22
27553, Private, Some-college,34
27554, Private, Some-college,60
27555, Private, 11th,19
27556, Self-emp-not-inc, HS-grad,59
27557, Private, HS-grad,36
27558, Private, HS-grad,25
27559, Private, 7th-8th,49
27560, Self-emp-not-inc, HS-grad,25
27561, Private, 11th,50
27562, Private, Assoc-acdm,44
27563, ?, HS-grad,28
27564, Private, Some-college,33
27565, Self-emp-inc, Bachelors,40
27566, Private, Some-college,56
27567, Self-emp-not-inc, Some-college,56
27568, Private, Bachelors,23
27569, ?, HS-grad,38
27570, Private, Some-college,21
27571, Private, 7th-8th,67
27572, State-gov, Assoc-voc,54
27573, Local-gov, HS-grad,50
27574, Private, 7th-8th,59
27575, Private, 11th,51
27576, Private, HS-grad,30
27577, Private, HS-grad,42
27578, ?, HS-grad,64
27579, ?, Bachelors,61
27580, Private, Bachelors,26
27581, Private, Assoc-voc,47
27582, Self-emp-not-inc, Some-college,78
27583, Self-emp-not-inc, HS-grad,24
27584, Private, 11th,27
27585, Private, Masters,51
27586, Private, HS-grad,46
27587, Self-emp-not-inc, HS-grad,55
27588, Private, Some-college,20
27589, Private, HS-grad,30
27590, ?, Some-college,36
27591, Private, HS-grad,19
27592, Private, Bachelors,30
27593, Self-emp-not-inc, Assoc-acdm,31
27594, Private, HS-grad,26
27595, ?, Assoc-acdm,59
27596, Private, HS-grad,53
27597, Local-gov, Some-college,24
27598, Private, Some-college,24
27599, Private, HS-grad,36
27600, Private, Masters,39
27601, Private, HS-grad,53
27602, Self-emp-inc, HS-grad,75
27603, Private, HS-grad,36
27604, Self-emp-inc, Some-college,46
27605, Self-emp-inc, HS-grad,56
27606, Private, HS-grad,29
27607, Private, 9th,60
27608, Private, HS-grad,58
27609, Self-emp-not-inc, HS-grad,67
27610, Private, Some-college,35
27611, Self-emp-not-inc, Some-college,39
27612, Private, Some-college,37
27613, ?, Some-college,54
27614, Self-emp-not-inc, Prof-school,63
27615, Private, 11th,47
27616, Private, Bachelors,23
27617, Private, HS-grad,55
27618, Private, 11th,49
27619, Private, Assoc-voc,39
27620, Private, HS-grad,23
27621, Private, Some-college,19
27622, Private, Masters,44
27623, Private, Assoc-voc,25
27624, Private, Assoc-voc,35
27625, Local-gov, HS-grad,23
27626, Private, Assoc-voc,48
27627, Private, Some-college,48
27628, Private, HS-grad,44
27629, Self-emp-not-inc, Bachelors,55
27630, Self-emp-not-inc, HS-grad,33
27631, Private, 12th,18
27632, Private, Bachelors,24
27633, Local-gov, Assoc-acdm,32
27634, State-gov, Bachelors,24
27635, Self-emp-inc, Bachelors,44
27636, Private, Bachelors,27
27637, Private, Assoc-acdm,39
27638, Local-gov, 10th,26
27639, Private, Masters,34
27640, Private, Masters,38
27641, State-gov, Masters,41
27642, ?, Bachelors,73
27643, Self-emp-inc, HS-grad,32
27644, Local-gov, Masters,56
27645, Private, Bachelors,59
27646, Private, Some-college,44
27647, Private, Bachelors,35
27648, Private, HS-grad,52
27649, Private, Some-college,30
27650, Private, Bachelors,23
27651, Private, HS-grad,43
27652, Private, HS-grad,61
27653, Private, HS-grad,38
27654, Private, 10th,68
27655, Private, Masters,41
27656, Self-emp-not-inc, Some-college,42
27657, ?, 9th,48
27658, Private, HS-grad,19
27659, Private, 11th,31
27660, Self-emp-inc, Assoc-acdm,40
27661, Private, Bachelors,32
27662, Self-emp-inc, HS-grad,51
27663, Local-gov, Bachelors,44
27664, Private, Bachelors,23
27665, ?, 11th,30
27666, Private, Bachelors,44
27667, Private, HS-grad,24
27668, Private, HS-grad,34
27669, Private, 11th,17
27670, Private, Masters,61
27671, Local-gov, Bachelors,30
27672, Private, Bachelors,45
27673, Private, Assoc-voc,22
27674, Private, Some-college,49
27675, Private, Assoc-acdm,39
27676, ?, HS-grad,39
27677, Private, Some-college,34
27678, Local-gov, Some-college,52
27679, Private, Assoc-voc,24
27680, Private, Bachelors,38
27681, Private, 11th,19
27682, Private, HS-grad,24
27683, Private, Assoc-acdm,25
27684, Private, 7th-8th,71
27685, Private, HS-grad,27
27686, Private, Assoc-voc,28
27687, Private, Assoc-voc,54
27688, Private, 11th,18
27689, Private, HS-grad,49
27690, Private, HS-grad,36
27691, Private, HS-grad,57
27692, Federal-gov, Masters,56
27693, Private, 10th,17
27694, Private, HS-grad,30
27695, Private, 10th,41
27696, Private, HS-grad,26
27697, Private, 10th,61
27698, ?, Some-college,50
27699, Private, HS-grad,24
27700, Private, 11th,44
27701, State-gov, Masters,38
27702, ?, 7th-8th,61
27703, Private, Bachelors,25
27704, Private, HS-grad,34
27705, Private, Some-college,38
27706, Private, HS-grad,42
27707, ?, 10th,17
27708, Private, 7th-8th,48
27709, Private, Masters,38
27710, Private, HS-grad,52
27711, State-gov, Assoc-voc,55
27712, Self-emp-not-inc, HS-grad,41
27713, Private, 5th-6th,45
27714, Private, 7th-8th,49
27715, Private, Some-college,19
27716, Private, Bachelors,39
27717, Private, Some-college,43
27718, Private, Some-college,42
27719, Private, 11th,17
27720, Private, Assoc-acdm,30
27721, Local-gov, Masters,61
27722, Private, Masters,48
27723, ?, HS-grad,60
27724, Private, HS-grad,57
27725, Private, 5th-6th,27
27726, Private, HS-grad,24
27727, Private, 12th,41
27728, Private, HS-grad,42
27729, Private, Bachelors,34
27730, ?, 9th,22
27731, Private, HS-grad,47
27732, Private, HS-grad,50
27733, Private, HS-grad,30
27734, Private, Bachelors,38
27735, Private, HS-grad,31
27736, Private, Some-college,44
27737, Private, Some-college,34
27738, Private, HS-grad,52
27739, Private, HS-grad,34
27740, Private, Some-college,31
27741, Private, Some-college,68
27742, Private, HS-grad,22
27743, Private, Bachelors,42
27744, Private, HS-grad,37
27745, Self-emp-not-inc, HS-grad,36
27746, Private, Some-college,38
27747, Without-pay, HS-grad,72
27748, Private, 5th-6th,40
27749, Private, Some-college,19
27750, Private, Assoc-voc,55
27751, Private, Assoc-acdm,30
27752, Private, Bachelors,52
27753, Private, Bachelors,29
27754, Private, Some-college,41
27755, Private, Bachelors,29
27756, Private, Bachelors,24
27757, Self-emp-not-inc, Prof-school,46
27758, Private, HS-grad,44
27759, Private, 10th,17
27760, Private, Assoc-voc,35
27761, Private, HS-grad,38
27762, Private, 9th,36
27763, Private, 11th,24
27764, Self-emp-not-inc, Bachelors,38
27765, Private, 11th,19
27766, Private, HS-grad,30
27767, Local-gov, Assoc-voc,36
27768, Private, Some-college,27
27769, Private, Assoc-acdm,27
27770, ?, 7th-8th,66
27771, Federal-gov, Some-college,65
27772, Private, Masters,37
27773, Private, 11th,17
27774, ?, Some-college,19
27775, Private, 5th-6th,57
27776, Self-emp-not-inc, Masters,54
27777, Private, Some-college,21
27778, Private, HS-grad,43
27779, Private, HS-grad,50
27780, Private, 11th,38
27781, Private, HS-grad,31
27782, Private, Prof-school,41
27783, Private, Some-college,20
27784, Private, Bachelors,28
27785, Private, 9th,62
27786, Private, 12th,41
27787, Private, HS-grad,37
27788, Self-emp-not-inc, Some-college,53
27789, Private, Bachelors,28
27790, Private, Masters,23
27791, Self-emp-not-inc, HS-grad,46
27792, Private, HS-grad,28
27793, Private, 10th,50
27794, Private, Some-college,19
27795, Private, 7th-8th,84
27796, Self-emp-not-inc, Prof-school,48
27797, Self-emp-not-inc, HS-grad,61
27798, Private, Some-college,44
27799, Private, HS-grad,32
27800, Private, Some-college,25
27801, State-gov, Some-college,47
27802, Private, Some-college,19
27803, Private, Some-college,37
27804, Private, HS-grad,28
27805, Private, Assoc-acdm,34
27806, Self-emp-not-inc, Some-college,32
27807, Private, Some-college,24
27808, ?, Some-college,22
27809, Private, Some-college,30
27810, Private, Masters,56
27811, Private, Bachelors,30
27812, Private, Some-college,28
27813, Private, Some-college,40
27814, Private, Some-college,28
27815, Private, 12th,39
27816, Self-emp-not-inc, HS-grad,33
27817, Private, Some-college,23
27818, Private, Some-college,32
27819, Private, HS-grad,37
27820, Private, 5th-6th,71
27821, Private, Some-college,30
27822, Private, Some-college,20
27823, Federal-gov, HS-grad,53
27824, Private, HS-grad,42
27825, Private, Bachelors,44
27826, Private, Masters,26
27827, Private, Some-college,21
27828, Self-emp-not-inc, HS-grad,37
27829, Local-gov, Bachelors,36
27830, Private, HS-grad,25
27831, Private, Doctorate,54
27832, Self-emp-inc, Bachelors,38
27833, Private, HS-grad,29
27834, State-gov, Some-college,20
27835, Private, HS-grad,32
27836, Private, Assoc-acdm,24
27837, Federal-gov, HS-grad,59
27838, Self-emp-not-inc, Bachelors,56
27839, Self-emp-not-inc, HS-grad,40
27840, Private, Bachelors,35
27841, Private, Bachelors,38
27842, Private, Some-college,24
27843, Private, Some-college,30
27844, ?, HS-grad,61
27845, Private, 1st-4th,36
27846, Local-gov, Some-college,20
27847, Private, HS-grad,36
27848, Federal-gov, Bachelors,45
27849, Private, Bachelors,22
27850, Private, HS-grad,31
27851, Private, HS-grad,34
27852, Private, 11th,24
27853, ?, 9th,42
27854, Private, Bachelors,23
27855, Federal-gov, Prof-school,46
27856, Private, Prof-school,60
27857, Private, Some-college,40
27858, Private, HS-grad,55
27859, Private, Masters,47
27860, Private, HS-grad,28
27861, Private, Prof-school,55
27862, Private, Masters,47
27863, Private, Masters,54
27864, Private, 11th,32
27865, Private, Assoc-acdm,38
27866, Self-emp-not-inc, Some-college,61
27867, Self-emp-inc, Masters,62
27868, Private, Some-college,29
27869, Private, HS-grad,26
27870, Private, Some-college,19
27871, Private, 10th,40
27872, Private, HS-grad,36
27873, Private, HS-grad,42
27874, Private, Masters,55
27875, Private, HS-grad,55
27876, Self-emp-not-inc, Bachelors,43
27877, Private, HS-grad,39
27878, Federal-gov, Some-college,38
27879, Private, HS-grad,28
27880, Private, Some-college,36
27881, Private, Some-college,49
27882, Private, Some-college,41
27883, Private, 7th-8th,60
27884, Private, Bachelors,35
27885, State-gov, Bachelors,36
27886, Private, HS-grad,51
27887, Private, HS-grad,23
27888, Private, HS-grad,51
27889, Private, 11th,17
27890, Self-emp-not-inc, Some-college,33
27891, Private, HS-grad,50
27892, Private, 12th,38
27893, Private, HS-grad,18
27894, Private, HS-grad,26
27895, Private, Some-college,21
27896, Private, HS-grad,26
27897, Local-gov, HS-grad,30
27898, ?, Some-college,39
27899, Local-gov, HS-grad,33
27900, State-gov, Some-college,42
27901, Private, Prof-school,28
27902, Private, HS-grad,20
27903, Local-gov, Bachelors,66
27904, Private, Some-college,31
27905, Private, Some-college,36
27906, Federal-gov, Assoc-acdm,39
27907, Private, HS-grad,52
27908, Private, 7th-8th,61
27909, Private, HS-grad,27
27910, Private, HS-grad,45
27911, Private, 9th,21
27912, Private, HS-grad,25
27913, Private, Some-college,24
27914, Private, Assoc-acdm,38
27915, ?, Some-college,51
27916, Private, Bachelors,29
27917, Private, HS-grad,45
27918, Private, 10th,59
27919, Private, HS-grad,41
27920, Private, Bachelors,23
27921, Private, Some-college,43
27922, Private, 11th,17
27923, Private, Bachelors,32
27924, Private, Assoc-voc,42
27925, Private, Masters,68
27926, Federal-gov, HS-grad,55
27927, Private, HS-grad,43
27928, Private, HS-grad,61
27929, Private, HS-grad,28
27930, Private, HS-grad,47
27931, Self-emp-not-inc, 7th-8th,21
27932, Private, Some-college,39
27933, Private, 11th,39
27934, Private, Some-college,34
27935, ?, 9th,57
27936, Private, Bachelors,27
27937, State-gov, Some-college,21
27938, Private, 5th-6th,25
27939, Self-emp-inc, Some-college,51
27940, Private, Bachelors,35
27941, Private, Some-college,19
27942, Private, Bachelors,27
27943, Private, Some-college,34
27944, ?, HS-grad,33
27945, Private, HS-grad,36
27946, Self-emp-not-inc, Bachelors,33
27947, Self-emp-not-inc, Bachelors,60
27948, Private, Some-college,42
27949, Federal-gov, HS-grad,47
27950, Private, HS-grad,42
27951, Private, Some-college,34
27952, Private, HS-grad,21
27953, Private, Masters,30
27954, Private, Masters,53
27955, Private, HS-grad,34
27956, Private, Bachelors,37
27957, Private, HS-grad,27
27958, Private, Bachelors,31
27959, Private, Some-college,30
27960, Private, HS-grad,33
27961, Local-gov, Some-college,41
27962, State-gov, Some-college,23
27963, Private, Some-college,65
27964, Private, HS-grad,30
27965, Private, Assoc-voc,51
27966, Local-gov, Some-college,30
27967, Private, Masters,49
27968, Self-emp-not-inc, HS-grad,37
27969, Private, HS-grad,42
27970, Private, Assoc-voc,62
27971, ?, HS-grad,67
27972, Private, Some-college,31
27973, Private, Bachelors,50
27974, Private, Bachelors,33
27975, Private, Some-college,27
27976, Private, Assoc-voc,31
27977, Private, Some-college,35
27978, Private, Some-college,55
27979, Self-emp-not-inc, Bachelors,54
27980, Private, Bachelors,56
27981, Private, Assoc-voc,21
27982, Private, 7th-8th,66
27983, Private, HS-grad,46
27984, Private, Bachelors,23
27985, Private, Masters,43
27986, Private, HS-grad,40
27987, Private, 5th-6th,52
27988, Local-gov, Bachelors,59
27989, Local-gov, Assoc-voc,36
27990, Private, HS-grad,33
27991, Private, HS-grad,20
27992, Private, HS-grad,21
27993, ?, 10th,59
27994, Self-emp-not-inc, Masters,42
27995, Private, HS-grad,62
27996, Private, HS-grad,54
27997, Private, 7th-8th,35
27998, Private, Assoc-acdm,36
27999, Private, HS-grad,21
28000, Private, HS-grad,30
28001, Private, Some-college,46
28002, Private, 5th-6th,32
28003, Private, Some-college,21
28004, Private, HS-grad,39
28005, Private, HS-grad,54
28006, Private, Some-college,32
28007, Private, HS-grad,23
28008, Private, 1st-4th,42
28009, ?, 10th,62
28010, Private, Some-college,28
28011, Private, HS-grad,28
28012, Private, Assoc-acdm,35
28013, Private, Some-college,19
28014, Private, HS-grad,27
28015, Private, 1st-4th,54
28016, Private, HS-grad,19
28017, Private, Some-college,27
28018, Private, HS-grad,30
28019, Private, Assoc-acdm,35
28020, ?, 9th,66
28021, Local-gov, Some-college,19
28022, Private, HS-grad,30
28023, Private, Bachelors,32
28024, Private, Some-college,31
28025, Private, Assoc-voc,26
28026, Private, Some-college,44
28027, Private, Bachelors,52
28028, Private, Some-college,30
28029, Self-emp-not-inc, HS-grad,32
28030, Self-emp-not-inc, HS-grad,19
28031, Private, HS-grad,33
28032, Private, Some-college,20
28033, Private, 7th-8th,61
28034, Private, Some-college,33
28035, Private, Some-college,24
28036, Self-emp-not-inc, Bachelors,31
28037, ?, HS-grad,20
28038, Private, Assoc-voc,32
28039, Private, Assoc-acdm,29
28040, Private, 10th,61
28041, Private, HS-grad,48
28042, Federal-gov, Assoc-acdm,29
28043, ?, 12th,61
28044, Private, Some-college,34
28045, Private, Assoc-acdm,22
28046, Private, HS-grad,32
28047, Private, HS-grad,38
28048, Private, Some-college,27
28049, Private, HS-grad,26
28050, Private, HS-grad,35
28051, Private, HS-grad,62
28052, Private, HS-grad,28
28053, Private, HS-grad,50
28054, Private, Bachelors,34
28055, Self-emp-not-inc, HS-grad,37
28056, Private, 1st-4th,63
28057, Private, 9th,35
28058, Private, Bachelors,55
28059, Private, HS-grad,40
28060, Private, HS-grad,25
28061, Private, Some-college,51
28062, Private, Bachelors,37
28063, Self-emp-inc, Bachelors,54
28064, Local-gov, Some-college,47
28065, Private, Bachelors,26
28066, Private, Assoc-voc,46
28067, Private, 12th,24
28068, Private, 7th-8th,19
28069, Private, HS-grad,35
28070, Local-gov, Bachelors,36
28071, Private, 12th,18
28072, Local-gov, Masters,46
28073, Private, HS-grad,30
28074, Private, HS-grad,29
28075, Private, HS-grad,65
28076, Private, Masters,41
28077, Private, Bachelors,34
28078, Private, 7th-8th,58
28079, State-gov, HS-grad,39
28080, Private, Some-college,21
28081, Private, HS-grad,31
28082, State-gov, Doctorate,33
28083, Private, Bachelors,28
28084, Private, HS-grad,32
28085, Private, Bachelors,32
28086, Private, HS-grad,31
28087, Self-emp-not-inc, Prof-school,41
28088, Private, Bachelors,48
28089, Private, HS-grad,27
28090, Private, HS-grad,45
28091, Self-emp-not-inc, HS-grad,34
28092, Private, 10th,17
28093, Private, HS-grad,25
28094, Self-emp-inc, Bachelors,34
28095, Private, HS-grad,33
28096, Private, Some-college,21
28097, Private, HS-grad,22
28098, Private, Some-college,61
28099, Private, HS-grad,40
28100, Private, Some-college,58
28101, Private, Some-college,30
28102, Private, HS-grad,24
28103, Self-emp-not-inc, 12th,52
28104, Private, HS-grad,50
28105, Private, Some-college,49
28106, Private, HS-grad,22
28107, Private, Bachelors,32
28108, Private, Some-college,21
28109, Private, Some-college,25
28110, Self-emp-inc, HS-grad,34
28111, Private, 10th,48
28112, ?, HS-grad,61
28113, Private, Some-college,21
28114, Private, 7th-8th,20
28115, State-gov, Some-college,30
28116, Private, HS-grad,44
28117, Private, HS-grad,44
28118, Private, HS-grad,29
28119, Private, Prof-school,31
28120, Private, HS-grad,35
28121, Private, HS-grad,27
28122, Private, Bachelors,26
28123, Self-emp-not-inc, 9th,37
28124, Self-emp-not-inc, Bachelors,33
28125, Private, 7th-8th,44
28126, Private, Bachelors,34
28127, Local-gov, Assoc-acdm,28
28128, Private, Some-college,30
28129, Local-gov, Bachelors,41
28130, Private, Bachelors,23
28131, Private, HS-grad,19
28132, Private, 1st-4th,48
28133, State-gov, Some-college,26
28134, Private, Bachelors,32
28135, Private, HS-grad,26
28136, Private, Masters,36
28137, Private, HS-grad,49
28138, ?, HS-grad,33
28139, Private, Masters,54
28140, Private, HS-grad,36
28141, Private, HS-grad,41
28142, Private, Bachelors,27
28143, ?, Bachelors,68
28144, ?, Some-college,21
28145, ?, HS-grad,56
28146, Self-emp-not-inc, Assoc-voc,40
28147, Private, HS-grad,46
28148, ?, 9th,55
28149, Private, 9th,43
28150, Private, HS-grad,46
28151, Self-emp-not-inc, Some-college,51
28152, Private, Some-college,19
28153, Local-gov, Doctorate,67
28154, Private, HS-grad,31
28155, Private, Bachelors,27
28156, Private, Some-college,21
28157, Private, HS-grad,36
28158, Private, HS-grad,23
28159, Local-gov, Masters,62
28160, Local-gov, Bachelors,31
28161, Private, Bachelors,52
28162, Self-emp-not-inc, HS-grad,39
28163, Private, Bachelors,24
28164, ?, HS-grad,55
28165, Private, HS-grad,38
28166, Private, HS-grad,36
28167, Private, 11th,17
28168, Private, HS-grad,27
28169, Private, Some-college,30
28170, State-gov, HS-grad,43
28171, Private, 11th,51
28172, Private, Bachelors,47
28173, State-gov, Doctorate,49
28174, Private, HS-grad,34
28175, ?, HS-grad,19
28176, Federal-gov, Doctorate,79
28177, State-gov, Some-college,28
28178, Self-emp-inc, Some-college,41
28179, Private, Some-college,21
28180, Self-emp-not-inc, Bachelors,31
28181, Private, HS-grad,45
28182, Self-emp-inc, HS-grad,23
28183, Private, Some-college,32
28184, Private, 11th,67
28185, Private, Masters,32
28186, Self-emp-not-inc, HS-grad,35
28187, Private, Some-college,29
28188, Private, HS-grad,38
28189, Private, Some-college,38
28190, Private, HS-grad,18
28191, Private, HS-grad,47
28192, Private, HS-grad,22
28193, Private, Some-college,21
28194, ?, Bachelors,27
28195, Private, Some-college,28
28196, Private, Prof-school,32
28197, Private, Prof-school,40
28198, Private, Bachelors,23
28199, Private, Some-college,25
28200, Self-emp-inc, Some-college,44
28201, Private, HS-grad,43
28202, Private, Bachelors,31
28203, Private, Some-college,33
28204, Private, HS-grad,41
28205, Self-emp-not-inc, Masters,29
28206, ?, Assoc-acdm,32
28207, Private, 7th-8th,78
28208, Self-emp-inc, HS-grad,64
28209, Private, Bachelors,58
28210, ?, 12th,55
28211, Private, HS-grad,20
28212, Private, Some-college,35
28213, Local-gov, HS-grad,27
28214, Self-emp-not-inc, HS-grad,37
28215, Private, Assoc-voc,42
28216, Local-gov, 12th,47
28217, Private, HS-grad,29
28218, Private, 1st-4th,33
28219, Private, Some-college,44
28220, Private, 5th-6th,70
28221, Private, HS-grad,25
28222, State-gov, Bachelors,24
28223, State-gov, Bachelors,42
28224, Private, Bachelors,53
28225, Private, Bachelors,39
28226, Self-emp-not-inc, HS-grad,72
28227, Self-emp-inc, 9th,43
28228, State-gov, Some-college,25
28229, Private, Assoc-acdm,37
28230, Private, HS-grad,27
28231, Private, Doctorate,39
28232, Self-emp-not-inc, HS-grad,64
28233, Self-emp-not-inc, HS-grad,29
28234, Private, Bachelors,50
28235, Private, 5th-6th,33
28236, Private, HS-grad,18
28237, Private, 11th,20
28238, Private, Some-college,32
28239, Private, Some-college,45
28240, Private, HS-grad,48
28241, ?, Some-college,20
28242, Private, HS-grad,23
28243, Federal-gov, Bachelors,34
28244, Private, Bachelors,43
28245, Private, Bachelors,44
28246, Self-emp-not-inc, Some-college,47
28247, Private, HS-grad,47
28248, Local-gov, 1st-4th,46
28249, Private, HS-grad,19
28250, Private, HS-grad,51
28251, Self-emp-inc, HS-grad,41
28252, Private, 11th,37
28253, Private, HS-grad,31
28254, Private, HS-grad,25
28255, Private, Some-college,46
28256, Self-emp-inc, HS-grad,53
28257, Local-gov, Doctorate,47
28258, Private, HS-grad,28
28259, Self-emp-not-inc, Some-college,60
28260, Private, HS-grad,43
28261, Self-emp-not-inc, HS-grad,45
28262, Private, 10th,28
28263, Private, 11th,19
28264, Self-emp-not-inc, Prof-school,51
28265, Private, HS-grad,19
28266, Private, Doctorate,64
28267, Private, Doctorate,44
28268, Private, HS-grad,21
28269, Private, HS-grad,33
28270, Private, Bachelors,63
28271, ?, HS-grad,44
28272, Local-gov, Masters,44
28273, Federal-gov, HS-grad,28
28274, Private, Bachelors,24
28275, Federal-gov, Some-college,20
28276, ?, Some-college,21
28277, Private, HS-grad,20
28278, Private, HS-grad,21
28279, Federal-gov, Some-college,34
